user_id,age_bucket,income_bucket,cibil_score,employment_type,payment_streak,utilization_ratio,spending_category,account_age_months,delinquency_count,transaction_frequency,risk_tier,initial_credit_limit
USER_01504,36-50,high,760,salaried,28,0.3739,lifestyle,96,1,33,Near-Prime,118190.18
USER_01505,36-50,low,620,gig,18,0.3998,mixed,26,0,24,Subprime,21514.67
USER_01506,36-50,low,668,student,7,0.4913,mixed,6,0,8,Near-Prime,66724.36
USER_01507,36-50,mid,666,student,8,0.5724,mixed,21,1,17,Subprime,51969.03
USER_01508,51+,high,737,salaried,25,0.2811,mixed,16,0,15,Near-Prime,115634.88
USER_01509,26-35,mid,888,salaried,24,0.2091,essentials,37,0,36,Prime,287863.86
USER_01510,36-50,low,583,gig,11,0.775,essentials,44,3,10,Subprime,31256.1
USER_01511,26-35,mid,819,salaried,20,0.241,mixed,44,4,25,Prime,249509.03
USER_01512,18-25,high,856,self_employed,18,0.185,mixed,107,0,31,Prime,328413.26
USER_01513,18-25,low,686,salaried,10,0.6919,mixed,30,3,15,Near-Prime,68665.07
USER_01514,51+,mid,633,gig,13,0.7837,essentials,55,1,8,Subprime,46999.57
USER_01515,18-25,mid,622,gig,11,0.4752,essentials,57,2,11,Subprime,51145.52
USER_01516,36-50,very_high,900,salaried,30,0.2339,lifestyle,54,0,37,Prime,470835.45
USER_01517,51+,high,824,self_employed,33,0.3042,mixed,59,0,19,Prime,358816.62
USER_01518,26-35,low,304,gig,12,0.5585,essentials,24,5,7,Deep-Subprime,16667.6
USER_01519,51+,mid,776,salaried,28,0.3499,lifestyle,85,1,29,Prime,248594.36
USER_01520,51+,low,844,student,8,0.5487,essentials,3,0,14,Prime,198096.7
USER_01521,36-50,high,858,salaried,20,0.3869,lifestyle,49,0,40,Prime,390397.87
USER_01522,26-35,high,716,salaried,16,0.3635,mixed,54,0,26,Near-Prime,114093.46
USER_01523,26-35,mid,617,salaried,15,0.5085,lifestyle,61,1,21,Subprime,42714.93
USER_01524,36-50,low,584,salaried,17,0.7092,essentials,19,2,23,Subprime,36268.03
USER_01525,36-50,low,576,self_employed,6,0.5829,essentials,16,4,10,Subprime,29310.07
USER_01526,18-25,mid,858,gig,36,0.379,mixed,52,0,28,Prime,288994.96
USER_01527,51+,mid,764,gig,26,0.3892,essentials,73,0,15,Prime,257966.64
USER_01528,36-50,mid,740,gig,18,0.7435,lifestyle,39,1,35,Near-Prime,86915.85
USER_01529,51+,low,796,student,9,0.5205,essentials,11,0,30,Prime,209046.62
USER_01530,26-35,low,765,gig,19,0.5708,mixed,54,0,17,Prime,227337.19
USER_01531,36-50,high,827,self_employed,34,0.3018,mixed,110,0,10,Prime,247721.82
USER_01532,18-25,mid,854,salaried,28,0.7463,mixed,59,0,16,Prime,311302.22
USER_01533,18-25,mid,695,self_employed,29,0.5862,lifestyle,92,0,30,Near-Prime,89338.43
USER_01534,36-50,mid,580,salaried,4,0.7793,mixed,70,3,8,Subprime,50881.7
USER_01535,18-25,mid,800,salaried,19,0.2142,lifestyle,41,0,34,Prime,290531.86
USER_01536,26-35,low,724,salaried,28,0.6289,essentials,42,0,7,Near-Prime,68539.48
USER_01537,36-50,low,568,salaried,9,0.2266,essentials,48,2,11,Subprime,30098.64
USER_01538,26-35,low,579,student,5,0.6906,mixed,15,1,7,Subprime,28167.3
USER_01539,51+,low,621,salaried,13,0.2236,essentials,14,3,4,Subprime,45984.35
USER_01540,36-50,low,706,salaried,22,0.4013,essentials,53,5,27,Near-Prime,76122.79
USER_01541,26-35,high,641,gig,15,0.289,essentials,64,1,11,Subprime,67930.18
USER_01542,36-50,mid,867,salaried,32,0.6767,mixed,117,0,27,Prime,290469.1
USER_01543,36-50,mid,823,self_employed,36,0.6371,mixed,84,0,39,Prime,286123.21
USER_01544,26-35,mid,853,self_employed,30,0.3174,lifestyle,54,0,39,Prime,207982.06
USER_01545,36-50,mid,680,salaried,15,0.1991,mixed,78,0,21,Near-Prime,109721.26
USER_01546,36-50,mid,831,salaried,23,0.2477,mixed,99,0,29,Prime,303979.47
USER_01547,51+,mid,776,self_employed,23,0.7614,lifestyle,113,0,22,Prime,313290.39
USER_01548,51+,mid,635,student,3,0.3552,essentials,8,1,10,Subprime,41035.8
USER_01549,26-35,mid,885,salaried,27,0.2345,mixed,74,0,36,Prime,295272.87
USER_01550,36-50,high,825,salaried,22,0.4007,lifestyle,40,1,33,Prime,326923.14
USER_01551,18-25,mid,832,salaried,23,0.2553,essentials,18,0,36,Prime,281545.95
USER_01552,26-35,mid,703,gig,22,0.504,mixed,20,0,23,Near-Prime,92458.11
USER_01553,26-35,very_high,823,salaried,23,0.6756,mixed,94,0,13,Prime,500000.0
USER_01554,26-35,mid,868,self_employed,29,0.427,lifestyle,117,0,24,Prime,331838.07
USER_01555,26-35,high,857,salaried,33,0.3757,lifestyle,65,0,30,Prime,441128.15
USER_01556,36-50,mid,675,self_employed,11,0.3587,essentials,63,5,13,Subprime,34062.87
USER_01557,51+,low,310,gig,9,0.5322,essentials,33,3,6,Deep-Subprime,20390.12
USER_01558,51+,low,688,salaried,19,0.5846,essentials,50,0,25,Near-Prime,62439.6
USER_01559,26-35,low,695,salaried,18,0.1433,mixed,34,0,25,Near-Prime,50000.0
USER_01560,26-35,low,615,self_employed,2,0.4116,essentials,38,0,14,Subprime,20000.0
USER_01561,26-35,low,335,salaried,3,0.7071,essentials,42,1,8,Deep-Subprime,14191.85
USER_01562,51+,mid,736,self_employed,24,0.0934,essentials,17,0,8,Near-Prime,97010.89
USER_01563,36-50,high,670,salaried,2,0.5263,mixed,60,0,5,Subprime,59231.63
USER_01564,18-25,low,555,gig,5,0.4331,mixed,8,5,9,Deep-Subprime,16010.14
USER_01565,36-50,mid,616,gig,19,0.0339,mixed,44,5,10,Subprime,48384.86
USER_01566,18-25,mid,707,salaried,22,0.7161,essentials,35,2,7,Near-Prime,93806.1
USER_01567,26-35,high,801,salaried,25,0.2726,mixed,116,0,13,Prime,389299.24
USER_01568,26-35,high,896,salaried,35,0.3449,mixed,65,0,34,Prime,324099.63
USER_01569,51+,mid,746,salaried,13,0.2441,essentials,27,0,17,Near-Prime,90313.05
USER_01570,36-50,high,760,salaried,18,0.7641,mixed,71,1,27,Near-Prime,106468.25
USER_01571,26-35,mid,703,self_employed,25,0.739,mixed,56,0,30,Near-Prime,85710.08
USER_01572,26-35,mid,691,gig,26,0.4212,lifestyle,79,0,29,Near-Prime,85404.45
USER_01573,26-35,very_high,718,self_employed,21,0.2801,mixed,22,3,13,Near-Prime,120005.2
USER_01574,36-50,low,593,salaried,13,0.6058,essentials,36,0,5,Subprime,39229.63
USER_01575,18-25,mid,825,salaried,29,0.4108,essentials,42,0,37,Prime,258639.34
USER_01576,36-50,low,765,salaried,22,0.4835,mixed,83,0,19,Prime,201539.41
USER_01577,51+,low,597,self_employed,11,0.3294,essentials,53,3,7,Subprime,21279.51
USER_01578,26-35,mid,620,salaried,6,0.3728,mixed,36,2,18,Subprime,44394.69
USER_01579,51+,low,510,student,9,0.7808,mixed,4,4,13,Deep-Subprime,10000.0
USER_01580,18-25,mid,666,student,2,0.2786,mixed,16,1,23,Subprime,40519.85
USER_01581,26-35,mid,659,self_employed,4,0.6751,mixed,47,1,15,Subprime,56892.78
USER_01582,18-25,mid,878,salaried,35,0.0579,lifestyle,33,0,26,Prime,333992.42
USER_01583,36-50,high,714,salaried,28,0.9341,lifestyle,19,0,22,Near-Prime,116954.81
USER_01584,26-35,very_high,900,salaried,21,0.4183,mixed,41,0,20,Prime,418312.62
USER_01585,36-50,mid,694,salaried,12,0.2595,essentials,67,3,22,Near-Prime,100392.69
USER_01586,36-50,low,477,salaried,7,0.7563,mixed,36,2,14,Deep-Subprime,18196.7
USER_01587,26-35,mid,777,salaried,28,0.4303,mixed,111,0,30,Prime,234823.92
USER_01588,26-35,mid,748,salaried,26,0.2214,essentials,48,3,16,Near-Prime,97044.98
USER_01589,51+,low,861,student,3,0.2235,mixed,4,0,38,Prime,191368.6
USER_01590,26-35,high,769,gig,27,0.4201,mixed,59,0,39,Prime,383986.66
USER_01591,18-25,high,797,salaried,28,0.3329,lifestyle,103,0,28,Prime,337917.61
USER_01592,26-35,high,776,salaried,25,0.1326,essentials,89,0,15,Prime,414197.18
USER_01593,26-35,low,555,gig,0,0.9156,essentials,30,5,11,Deep-Subprime,24561.19
USER_01594,26-35,mid,719,self_employed,10,0.0563,mixed,35,0,16,Near-Prime,110316.01
USER_01595,36-50,mid,653,gig,9,0.2869,essentials,32,1,13,Subprime,35040.08
USER_01596,26-35,low,708,self_employed,16,0.539,essentials,85,0,14,Near-Prime,94883.3
USER_01597,26-35,mid,888,salaried,31,0.5035,lifestyle,69,0,35,Prime,369767.25
USER_01598,36-50,low,820,salaried,31,0.4531,essentials,40,0,11,Prime,199674.62
USER_01599,26-35,low,651,self_employed,17,0.8205,essentials,9,2,18,Subprime,28730.31
USER_01600,51+,very_high,803,salaried,32,0.1753,mixed,26,0,39,Prime,443397.23
USER_01601,36-50,low,536,student,8,0.6547,essentials,16,2,12,Deep-Subprime,21593.84
USER_01602,36-50,mid,882,salaried,36,0.6064,mixed,114,0,28,Prime,295221.55
USER_01603,51+,low,722,salaried,25,0.5588,essentials,31,3,29,Near-Prime,76362.08
USER_01604,36-50,very_high,681,salaried,7,0.1353,mixed,14,4,11,Subprime,64761.29
USER_01605,26-35,high,789,self_employed,29,0.2997,lifestyle,28,0,38,Prime,316376.39
USER_01606,36-50,high,799,salaried,21,0.404,mixed,86,0,33,Prime,299131.91
USER_01607,18-25,high,415,gig,1,0.4656,essentials,4,4,14,Deep-Subprime,30431.7
USER_01608,26-35,high,881,salaried,30,0.4415,lifestyle,34,0,31,Prime,341298.51
USER_01609,26-35,low,726,salaried,14,0.4225,mixed,36,5,9,Near-Prime,98134.37
USER_01610,26-35,very_high,762,salaried,29,0.6433,mixed,94,1,14,Near-Prime,147399.0
USER_01611,36-50,mid,824,self_employed,28,0.4495,essentials,85,0,40,Prime,223127.86
USER_01612,26-35,low,628,salaried,11,0.3917,essentials,49,4,18,Subprime,30645.32
USER_01613,26-35,mid,667,gig,13,0.6151,mixed,45,3,7,Subprime,43353.44
USER_01614,18-25,mid,854,salaried,26,0.2881,lifestyle,97,0,35,Prime,346641.9
USER_01615,18-25,mid,674,gig,3,0.6327,lifestyle,50,1,25,Subprime,41329.1
USER_01616,26-35,mid,782,salaried,19,0.1152,mixed,38,1,35,Prime,238728.0
USER_01617,36-50,high,848,self_employed,27,0.4062,essentials,44,0,25,Prime,492141.85
USER_01618,36-50,mid,691,salaried,15,0.3784,mixed,9,0,17,Near-Prime,91233.82
USER_01619,51+,mid,300,student,9,0.4641,mixed,1,4,11,Deep-Subprime,25626.97
USER_01620,18-25,high,900,salaried,34,0.4102,lifestyle,21,0,26,Prime,303557.16
USER_01621,51+,mid,805,self_employed,34,0.1245,essentials,20,0,21,Prime,302953.41
USER_01622,18-25,mid,697,salaried,15,0.3206,mixed,54,1,21,Near-Prime,82449.35
USER_01623,26-35,low,616,salaried,15,0.692,mixed,40,4,19,Subprime,37176.66
USER_01624,26-35,mid,879,self_employed,30,0.0869,mixed,84,0,23,Prime,295883.24
USER_01625,26-35,high,789,salaried,20,0.3441,lifestyle,113,0,16,Prime,275605.15
USER_01626,51+,low,621,salaried,15,0.08,lifestyle,25,0,10,Subprime,40502.52
USER_01627,36-50,low,805,salaried,36,0.3013,essentials,21,0,13,Prime,161863.02
USER_01628,18-25,mid,809,salaried,26,0.1756,essentials,41,0,11,Prime,312440.83
USER_01629,26-35,mid,818,salaried,36,0.3741,essentials,97,0,37,Prime,291422.39
USER_01630,26-35,high,737,salaried,30,0.3613,mixed,42,0,26,Near-Prime,126908.19
USER_01631,36-50,low,716,self_employed,15,0.5637,essentials,87,0,31,Near-Prime,64084.46
USER_01632,26-35,mid,658,salaried,17,0.7093,essentials,58,0,19,Subprime,60930.29
USER_01633,18-25,mid,731,student,4,0.2731,essentials,4,0,29,Near-Prime,96543.22
USER_01634,26-35,low,680,salaried,20,0.3405,mixed,17,0,27,Near-Prime,86488.58
USER_01635,18-25,low,411,gig,0,0.6913,mixed,47,3,12,Deep-Subprime,18407.68
USER_01636,26-35,mid,705,salaried,21,0.4129,mixed,33,0,16,Near-Prime,75005.74
USER_01637,26-35,mid,714,salaried,22,0.3132,lifestyle,51,1,18,Near-Prime,93148.43
USER_01638,26-35,mid,486,self_employed,7,0.4852,mixed,12,2,11,Deep-Subprime,23220.4
USER_01639,36-50,mid,788,salaried,31,0.5518,mixed,112,0,11,Prime,182091.91
USER_01640,18-25,low,575,salaried,5,0.48,mixed,18,0,15,Subprime,34817.59
USER_01641,36-50,low,581,gig,10,0.4001,essentials,16,3,14,Subprime,22918.58
USER_01642,26-35,high,825,self_employed,22,0.505,mixed,113,0,23,Prime,304809.33
USER_01643,18-25,mid,712,self_employed,25,0.231,essentials,67,0,7,Near-Prime,99599.37
USER_01644,18-25,high,777,self_employed,23,0.2003,lifestyle,87,0,19,Prime,429287.57
USER_01645,26-35,very_high,778,salaried,22,0.2623,lifestyle,105,0,31,Prime,494476.84
USER_01646,26-35,mid,686,gig,21,0.3905,mixed,87,1,13,Near-Prime,97337.52
USER_01647,36-50,high,780,salaried,29,0.6676,mixed,92,0,18,Prime,386952.9
USER_01648,36-50,mid,652,salaried,10,0.02,mixed,12,2,9,Subprime,49101.89
USER_01649,26-35,low,550,salaried,0,0.7546,essentials,19,4,16,Deep-Subprime,14617.75
USER_01650,51+,high,669,self_employed,19,0.803,lifestyle,46,1,23,Subprime,62684.98
USER_01651,36-50,mid,863,gig,26,0.2441,lifestyle,34,0,36,Prime,231253.72
USER_01652,51+,very_high,869,self_employed,36,0.5786,essentials,57,0,25,Prime,493649.93
USER_01653,26-35,high,851,gig,22,0.3599,essentials,100,0,20,Prime,458309.4
USER_01654,51+,high,883,salaried,25,0.2781,lifestyle,118,0,31,Prime,355996.58
USER_01655,51+,low,561,student,6,0.3575,essentials,15,1,6,Deep-Subprime,16983.78
USER_01656,36-50,mid,687,gig,16,0.132,lifestyle,31,0,14,Near-Prime,84475.39
USER_01657,36-50,very_high,900,salaried,27,0.2575,mixed,103,0,33,Prime,436370.75
USER_01658,36-50,low,572,salaried,10,0.511,essentials,14,5,17,Subprime,43853.35
USER_01659,26-35,mid,759,salaried,35,0.4179,lifestyle,60,0,16,Prime,225672.64
USER_01660,36-50,mid,892,salaried,34,0.4137,essentials,78,0,23,Prime,256270.76
USER_01661,26-35,high,851,salaried,19,0.1452,essentials,104,0,8,Prime,425040.07
USER_01662,26-35,very_high,713,salaried,28,0.1621,essentials,37,1,18,Near-Prime,150000.0
USER_01663,26-35,low,569,gig,20,0.6221,essentials,57,0,16,Subprime,43661.65
USER_01664,26-35,high,794,salaried,19,0.5046,mixed,54,0,20,Prime,391092.77
USER_01665,18-25,low,482,salaried,7,0.98,mixed,34,4,12,Deep-Subprime,23657.11
USER_01666,26-35,low,570,self_employed,20,0.527,mixed,70,0,11,Subprime,20419.25
USER_01667,26-35,mid,633,gig,8,0.6839,mixed,55,0,21,Subprime,41055.36
USER_01668,18-25,low,736,salaried,27,0.4573,essentials,108,0,31,Prime,192744.22
USER_01669,36-50,mid,807,salaried,30,0.2787,lifestyle,54,1,26,Prime,315223.53
USER_01670,18-25,mid,585,salaried,20,0.4974,mixed,16,0,15,Subprime,36872.78
USER_01671,36-50,high,852,salaried,22,0.399,lifestyle,37,0,23,Prime,436775.47
USER_01672,18-25,mid,709,salaried,19,0.4992,mixed,80,1,16,Near-Prime,113932.7
USER_01673,18-25,mid,654,salaried,12,0.5103,essentials,9,4,13,Subprime,48135.9
USER_01674,18-25,mid,751,salaried,32,0.4935,essentials,62,0,10,Prime,344426.18
USER_01675,26-35,mid,581,gig,10,0.3973,essentials,8,1,20,Subprime,41203.87
USER_01676,51+,low,399,gig,6,0.5453,essentials,14,2,8,Deep-Subprime,16362.76
USER_01677,36-50,low,567,self_employed,21,0.646,mixed,69,1,20,Subprime,49731.6
USER_01678,36-50,mid,748,salaried,15,0.4628,lifestyle,58,1,17,Near-Prime,94967.06
USER_01679,18-25,mid,608,gig,8,0.4113,essentials,23,3,23,Subprime,29669.58
USER_01680,26-35,high,729,self_employed,30,0.6372,mixed,81,0,8,Near-Prime,123930.15
USER_01681,26-35,mid,634,salaried,18,0.6557,mixed,29,4,20,Subprime,32643.76
USER_01682,26-35,low,617,salaried,17,0.4806,lifestyle,64,2,22,Subprime,38693.43
USER_01683,26-35,high,607,gig,17,0.9767,essentials,60,0,3,Subprime,46480.63
USER_01684,18-25,mid,852,salaried,23,0.5207,mixed,59,0,27,Prime,321567.36
USER_01685,26-35,mid,828,salaried,25,0.5138,mixed,40,0,28,Prime,353469.91
USER_01686,51+,mid,847,self_employed,25,0.2877,essentials,49,0,20,Prime,314035.64
USER_01687,26-35,mid,682,self_employed,10,0.1789,essentials,37,0,20,Near-Prime,98955.88
USER_01688,26-35,mid,715,salaried,25,0.6759,mixed,57,1,19,Near-Prime,123550.73
USER_01689,26-35,low,702,student,2,0.2589,essentials,18,0,24,Near-Prime,88369.31
USER_01690,36-50,low,816,student,8,0.3075,mixed,6,0,39,Prime,148025.3
USER_01691,18-25,mid,604,salaried,6,0.3142,mixed,43,2,12,Subprime,48490.91
USER_01692,36-50,mid,458,gig,3,0.7714,mixed,36,4,7,Deep-Subprime,20729.41
USER_01693,36-50,high,832,self_employed,21,0.2523,mixed,61,1,18,Prime,396622.58
USER_01694,18-25,high,663,self_employed,7,0.3812,mixed,35,0,17,Subprime,43659.72
USER_01695,36-50,high,749,salaried,22,0.3362,lifestyle,43,0,23,Near-Prime,133180.46
USER_01696,36-50,very_high,769,self_employed,28,0.6285,lifestyle,48,0,21,Near-Prime,147940.86
USER_01697,26-35,mid,895,salaried,27,0.6951,mixed,33,1,36,Prime,334603.39
USER_01698,26-35,low,608,salaried,5,0.3192,mixed,61,0,4,Subprime,34993.85
USER_01699,18-25,low,300,gig,7,0.8887,essentials,9,3,12,Deep-Subprime,18409.73
USER_01700,36-50,low,622,student,6,0.6908,essentials,11,3,23,Subprime,33244.06
USER_01701,26-35,low,391,gig,4,0.74,essentials,45,1,17,Deep-Subprime,17492.15
USER_01702,36-50,low,508,salaried,7,0.8516,lifestyle,34,1,24,Deep-Subprime,13125.45
USER_01703,26-35,very_high,900,salaried,27,0.1878,lifestyle,102,2,37,Prime,414004.66
USER_01704,36-50,mid,741,salaried,26,0.199,essentials,88,0,24,Near-Prime,80235.8
USER_01705,26-35,mid,719,salaried,26,0.5783,essentials,13,0,10,Near-Prime,85511.12
USER_01706,26-35,low,331,gig,9,0.9719,essentials,16,3,7,Deep-Subprime,21737.86
USER_01707,36-50,mid,825,self_employed,27,0.3102,mixed,59,0,40,Prime,313822.62
USER_01708,51+,mid,731,salaried,24,0.1391,essentials,39,0,29,Near-Prime,92467.64
USER_01709,36-50,high,603,salaried,5,0.4846,mixed,44,0,21,Subprime,57298.37
USER_01710,26-35,mid,770,salaried,18,0.6318,essentials,38,0,26,Prime,261922.91
USER_01711,26-35,low,564,gig,17,0.8563,essentials,7,2,17,Subprime,33189.11
USER_01712,26-35,low,756,salaried,28,0.5044,essentials,71,0,37,Prime,219728.22
USER_01713,18-25,high,561,gig,3,0.4996,mixed,8,3,5,Deep-Subprime,25156.1
USER_01714,18-25,mid,630,salaried,13,0.6397,mixed,11,0,8,Subprime,40821.52
USER_01715,18-25,low,823,salaried,35,0.3877,essentials,28,0,22,Prime,265580.77
USER_01716,26-35,mid,666,gig,3,0.233,essentials,29,4,16,Subprime,43524.97
USER_01717,36-50,mid,891,salaried,20,0.4088,essentials,72,0,12,Prime,223565.16
USER_01718,36-50,low,698,gig,31,0.5295,essentials,74,0,25,Near-Prime,74553.78
USER_01719,51+,mid,683,salaried,13,0.4324,essentials,60,1,23,Near-Prime,103476.44
USER_01720,26-35,mid,653,gig,16,0.2039,essentials,71,0,14,Subprime,37788.14
USER_01721,18-25,mid,783,salaried,23,0.2126,mixed,76,1,34,Prime,292864.63
USER_01722,26-35,mid,777,salaried,22,0.1052,lifestyle,57,0,38,Prime,293311.0
USER_01723,36-50,low,584,salaried,11,0.8896,essentials,25,0,14,Subprime,24642.19
USER_01724,26-35,very_high,711,salaried,14,0.6105,lifestyle,39,2,23,Near-Prime,136418.73
USER_01725,26-35,low,687,self_employed,18,0.6158,essentials,87,0,9,Near-Prime,81679.67
USER_01726,36-50,mid,809,salaried,36,0.6363,essentials,25,0,18,Prime,267953.87
USER_01727,26-35,high,828,salaried,29,0.2409,lifestyle,44,0,40,Prime,269786.85
USER_01728,26-35,high,599,gig,8,0.8795,mixed,7,0,7,Subprime,58394.47
USER_01729,18-25,high,770,salaried,27,0.3125,mixed,25,0,20,Prime,418485.07
USER_01730,36-50,high,835,salaried,36,0.1829,mixed,108,0,12,Prime,345274.1
USER_01731,36-50,very_high,338,self_employed,9,0.1303,lifestyle,38,0,6,Deep-Subprime,34848.89
USER_01732,26-35,high,863,salaried,32,0.1216,essentials,92,0,33,Prime,430386.95
USER_01733,36-50,high,640,salaried,5,0.5073,mixed,34,5,20,Subprime,57281.76
USER_01734,26-35,high,832,salaried,36,0.1711,mixed,33,0,39,Prime,472792.38
USER_01735,36-50,high,671,gig,12,0.8009,lifestyle,5,2,17,Subprime,41992.19
USER_01736,18-25,high,639,gig,15,0.3907,lifestyle,4,2,21,Subprime,52174.17
USER_01737,51+,high,677,self_employed,5,0.5357,mixed,5,0,11,Subprime,48907.63
USER_01738,36-50,low,794,salaried,35,0.508,essentials,42,0,32,Prime,198246.78
USER_01739,51+,low,674,student,11,0.6071,mixed,4,0,21,Near-Prime,61268.11
USER_01740,18-25,low,621,salaried,7,0.5101,essentials,39,2,8,Subprime,36643.95
USER_01741,36-50,high,836,salaried,28,0.268,lifestyle,120,0,21,Prime,416744.76
USER_01742,26-35,mid,830,salaried,25,0.3762,essentials,119,0,22,Prime,248551.42
USER_01743,51+,high,900,salaried,29,0.2989,essentials,69,0,21,Prime,382403.87
USER_01744,51+,high,476,salaried,11,0.5141,mixed,38,2,8,Deep-Subprime,29943.43
USER_01745,26-35,mid,584,salaried,8,0.5467,mixed,53,0,16,Subprime,48026.26
USER_01746,26-35,high,735,gig,24,0.4564,lifestyle,23,0,15,Near-Prime,124564.8
USER_01747,26-35,low,577,salaried,14,0.6048,essentials,17,2,13,Subprime,39636.62
USER_01748,36-50,low,714,self_employed,29,0.4195,mixed,21,0,13,Near-Prime,74429.3
USER_01749,26-35,high,714,salaried,30,0.2074,lifestyle,57,0,15,Near-Prime,132774.79
USER_01750,26-35,mid,696,self_employed,28,0.5836,essentials,16,0,22,Near-Prime,118319.36
USER_01751,26-35,mid,697,salaried,18,0.5764,lifestyle,90,1,21,Near-Prime,124469.15
USER_01752,51+,mid,825,self_employed,35,0.2684,mixed,40,0,39,Prime,275738.28
USER_01753,36-50,low,645,self_employed,16,0.3109,mixed,27,1,8,Subprime,33306.95
USER_01754,18-25,mid,627,salaried,6,0.9141,essentials,58,1,17,Subprime,48308.39
USER_01755,36-50,mid,867,gig,18,0.2514,lifestyle,89,1,28,Prime,355497.08
USER_01756,18-25,mid,741,salaried,16,0.3615,lifestyle,76,2,21,Near-Prime,73558.64
USER_01757,36-50,mid,895,salaried,36,0.4701,essentials,92,0,31,Prime,338682.01
USER_01758,18-25,low,541,salaried,3,0.5424,essentials,41,3,11,Deep-Subprime,19079.89
USER_01759,26-35,high,504,gig,9,0.2388,lifestyle,21,2,17,Deep-Subprime,37625.72
USER_01760,36-50,low,531,gig,3,0.3625,essentials,42,3,15,Deep-Subprime,13414.68
USER_01761,26-35,high,900,gig,34,0.2119,mixed,48,0,18,Prime,317549.56
USER_01762,36-50,mid,768,salaried,31,0.0988,essentials,90,0,31,Prime,306309.95
USER_01763,51+,mid,842,salaried,30,0.2077,essentials,60,2,36,Prime,256299.79
USER_01764,18-25,high,812,self_employed,21,0.4939,lifestyle,88,0,35,Prime,321647.37
USER_01765,36-50,high,827,salaried,31,0.2942,mixed,114,0,34,Prime,424598.77
USER_01766,26-35,high,818,self_employed,28,0.1332,mixed,86,0,17,Prime,380840.42
USER_01767,18-25,high,583,gig,3,0.2599,lifestyle,10,4,15,Deep-Subprime,31376.27
USER_01768,26-35,high,900,salaried,20,0.3165,essentials,31,0,8,Prime,318235.27
USER_01769,36-50,high,900,salaried,24,0.4632,mixed,59,0,22,Prime,340726.04
USER_01770,36-50,high,601,salaried,7,0.4556,lifestyle,30,0,22,Subprime,57169.47
USER_01771,18-25,mid,680,salaried,25,0.3037,mixed,77,0,16,Near-Prime,93092.41
USER_01772,36-50,mid,589,gig,15,0.6323,mixed,8,5,12,Subprime,42965.63
USER_01773,51+,low,672,salaried,23,0.5682,mixed,85,3,20,Near-Prime,84460.32
USER_01774,36-50,low,629,self_employed,11,0.2867,mixed,20,5,23,Subprime,28367.54
USER_01775,26-35,high,761,self_employed,10,0.1465,lifestyle,72,1,20,Near-Prime,122353.15
USER_01776,18-25,low,666,gig,26,0.3679,essentials,78,0,22,Near-Prime,74133.63
USER_01777,51+,low,654,self_employed,21,0.415,essentials,12,2,21,Subprime,28680.14
USER_01778,18-25,low,678,salaried,22,0.1576,mixed,56,0,21,Near-Prime,77926.16
USER_01779,26-35,mid,894,self_employed,23,0.6499,mixed,32,0,32,Prime,333452.27
USER_01780,51+,mid,700,salaried,19,0.3898,essentials,68,0,24,Near-Prime,95811.5
USER_01781,18-25,high,879,salaried,18,0.6079,essentials,53,0,27,Prime,359643.41
USER_01782,36-50,mid,643,salaried,5,0.3568,lifestyle,51,4,14,Subprime,34365.19
USER_01783,36-50,mid,781,salaried,23,0.294,lifestyle,32,1,30,Prime,242405.72
USER_01784,26-35,mid,825,salaried,18,0.4557,essentials,59,0,25,Prime,248188.47
USER_01785,18-25,mid,859,salaried,25,0.2475,lifestyle,56,0,29,Prime,290542.05
USER_01786,18-25,low,645,gig,18,0.7019,essentials,36,0,9,Subprime,50537.5
USER_01787,26-35,mid,855,salaried,36,0.5091,essentials,91,2,10,Prime,317005.89
USER_01788,51+,mid,722,salaried,19,0.5934,essentials,51,0,14,Near-Prime,116243.98
USER_01789,18-25,mid,678,self_employed,2,0.5634,mixed,31,3,12,Subprime,52555.43
USER_01790,26-35,high,898,self_employed,18,0.4861,essentials,56,1,14,Prime,381762.32
USER_01791,26-35,low,585,self_employed,13,0.2353,essentials,9,2,9,Subprime,37448.72
USER_01792,51+,very_high,889,salaried,21,0.1372,mixed,67,0,33,Prime,500000.0
USER_01793,36-50,high,830,self_employed,22,0.4744,mixed,23,0,10,Prime,377431.93
USER_01794,26-35,mid,749,salaried,16,0.6661,essentials,70,0,25,Near-Prime,96744.26
USER_01795,36-50,low,393,gig,13,0.4488,essentials,30,4,2,Deep-Subprime,16167.0
USER_01796,26-35,mid,822,salaried,36,0.2424,mixed,24,0,13,Prime,195336.89
USER_01797,51+,high,760,salaried,30,0.1215,lifestyle,37,0,36,Near-Prime,111594.05
USER_01798,36-50,mid,852,salaried,22,0.3192,mixed,43,0,14,Prime,211209.23
USER_01799,26-35,low,709,student,11,0.5567,essentials,12,0,10,Near-Prime,85642.32
USER_01800,26-35,low,688,gig,22,0.2989,essentials,67,0,6,Near-Prime,70504.07
USER_01801,18-25,mid,713,salaried,18,0.2087,lifestyle,59,3,21,Near-Prime,107578.28
USER_01802,36-50,mid,689,salaried,13,0.6255,mixed,41,1,12,Near-Prime,101271.7
USER_01803,36-50,mid,797,gig,28,0.2124,mixed,82,0,36,Prime,295300.36
USER_01804,18-25,mid,748,self_employed,25,0.408,mixed,71,0,30,Near-Prime,92289.1
